ID,Age,Economic Status,Profession,Average Pokemon Level,Criminal Record,Win Ratio,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Charity Participation,Team Rocket,Debt
2049,57,Low,Scientist,15,0,71,0,Defensive,4,0,1,0,0
2050,64,Low,Scientist,24,0,73,0,Defensive,17,0,1,0,0
2051,20,Low,Researcher,49,0,25,0,Aggressive,23,0,1,0,0
2052,37,Middle,Nurse,44,0,79,0,Unpredictable,0,0,1,0,0
2053,42,Low,Gym Leader Assistant,100,0,47,0,Unpredictable,11,0,1,0,0
2054,51,Middle,Biker,60,0,47,0,Aggressive,4,0,1,0,0
2055,46,Low,Black Market Dealer,92,1,82,0,Defensive,20,0,1,1,1
2056,19,Low,Champion,6,0,58,0,Unpredictable,24,0,1,0,0
2057,63,Middle,Rocket Grunt,85,0,42,0,Aggressive,11,0,1,0,0
2058,48,High,Breeder,81,0,79,0,Aggressive,21,0,1,0,0
2059,25,High,Rocket Grunt,44,1,90,1,Defensive,10,0,1,1,1
2060,40,Middle,Fisherman,92,0,45,0,Defensive,13,0,1,0,0
2061,70,Middle,Fisherman,64,0,62,0,Aggressive,14,0,1,0,0
2062,38,Low,PokéMart Seller,92,0,41,0,Unpredictable,0,0,1,0,0
2063,19,Middle,Breeder,24,0,83,0,Defensive,10,0,1,0,0
2064,38,Middle,Nurse,52,0,36,0,Aggressive,13,0,1,0,0
2065,65,Middle,Underground Battler,9,0,31,0,Unpredictable,15,0,1,0,0
2066,67,Middle,Daycare Worker,76,0,37,0,Aggressive,25,0,1,0,0
2067,32,Middle,Daycare Worker,68,0,58,0,Aggressive,18,0,1,1,1
2068,18,Middle,Nurse,77,0,33,0,Defensive,18,0,1,0,0
2069,27,Low,Nurse,55,0,60,0,Unpredictable,15,0,1,0,0
2070,36,Low,Black Market Dealer,83,0,41,0,Unpredictable,11,0,1,0,0
2071,25,Low,Nurse,54,1,34,0,Unpredictable,10,0,0,1,1
2072,26,Middle,Biker,100,0,55,0,Unpredictable,13,0,1,0,0
2073,23,Middle,Rocket Grunt,84,0,26,0,Aggressive,13,0,1,0,0
2074,42,Middle,Champion,71,0,22,0,Unpredictable,2,0,1,0,0
2075,10,Middle,Rocket Grunt,45,0,62,0,Defensive,21,0,1,0,0
2076,10,Low,Police Officer,39,0,48,0,Defensive,8,0,1,0,0
2077,37,Middle,Nurse,23,0,54,0,Defensive,12,0,1,0,0
2078,14,High,Biker,84,0,38,0,Defensive,14,0,1,0,0
2079,62,Low,Breeder,60,1,36,0,Aggressive,11,1,0,1,1
2080,39,Middle,Nurse,78,0,39,0,Defensive,20,0,1,0,0
2081,46,Middle,PokéMart Seller,12,0,50,0,Defensive,30,1,0,1,0
2082,17,Middle,Nurse,56,0,31,0,Defensive,2,0,1,0,0
2083,10,Middle,Police Officer,91,0,83,0,Unpredictable,5,0,1,0,0
2084,42,Middle,PokéMart Seller,98,0,67,0,Unpredictable,3,0,1,0,0
2085,30,Low,PokéMart Seller,41,1,73,0,Defensive,23,0,0,1,1
2086,22,High,Champion,90,0,77,0,Defensive,11,0,1,0,0
2087,68,Low,Scientist,73,1,57,1,Unpredictable,10,1,1,1,1
2088,18,Middle,Gym Leader Assistant,50,0,82,0,Aggressive,18,0,1,0,0
2089,50,Low,Breeder,34,0,54,0,Defensive,20,0,1,0,0
2090,56,Low,Scientist,95,0,66,0,Unpredictable,5,0,1,0,0
2091,25,Middle,Biker,26,0,73,0,Unpredictable,12,0,1,0,0
2092,38,Low,Champion,38,0,69,0,Defensive,22,0,1,0,0
2093,35,Low,Police Officer,59,0,61,0,Unpredictable,3,0,1,0,0
2094,20,Middle,Elite Trainer,98,0,49,0,Defensive,5,0,1,0,0
2095,32,Middle,PokéMart Seller,26,0,47,0,Aggressive,10,0,1,0,0
2096,57,Low,Rocket Grunt,13,0,22,0,Unpredictable,21,0,1,0,0
2097,70,High,Gym Leader Assistant,29,0,61,0,Defensive,3,0,1,0,0
2098,58,Middle,Rocket Grunt,80,0,79,0,Unpredictable,16,0,1,0,0
2099,32,Middle,Researcher,61,0,53,0,Unpredictable,17,0,1,0,0
2100,18,Middle,Champion,59,0,71,0,Unpredictable,17,0,1,0,0
2101,63,High,Elite Trainer,18,0,85,0,Unpredictable,10,0,1,0,0
2102,25,Middle,Gym Leader Assistant,73,0,41,0,Unpredictable,29,1,0,1,1
2103,18,Middle,Researcher,94,0,52,0,Defensive,12,0,1,0,0
2104,11,Low,Black Market Dealer,36,0,47,0,Defensive,12,0,1,0,0
2105,14,Low,Daycare Worker,86,0,27,0,Aggressive,8,0,1,0,0
2106,54,Middle,Daycare Worker,7,0,63,0,Defensive,10,0,1,0,0
2107,47,Low,Daycare Worker,85,0,27,0,Unpredictable,11,0,1,0,0
2108,15,Low,Police Officer,29,1,80,0,Defensive,25,1,0,1,0
2109,61,Middle,Researcher,96,0,80,0,Unpredictable,15,0,0,1,0
2110,59,High,Police Officer,56,0,66,0,Defensive,28,0,1,1,1
2111,41,Low,Scientist,52,0,51,0,Unpredictable,3,0,1,0,0
2112,64,Middle,Researcher,54,0,49,0,Defensive,1,0,1,0,0
2113,58,Low,Fisherman,36,0,25,0,Aggressive,12,0,1,0,0
2114,10,Middle,Underground Battler,17,0,36,0,Aggressive,9,0,1,0,0
2115,26,Low,Breeder,98,0,68,0,Defensive,9,0,1,0,0
2116,43,High,Underground Battler,10,0,41,0,Aggressive,20,0,1,0,0
2117,55,Middle,Champion,55,0,61,0,Unpredictable,8,0,1,0,0
2118,34,Middle,Police Officer,28,1,80,0,Defensive,5,0,0,1,1
2119,29,Low,Researcher,28,0,79,0,Defensive,11,0,1,0,0
2120,18,Low,Police Officer,15,0,56,0,Aggressive,5,0,1,0,0
2121,60,High,Champion,88,0,81,0,Unpredictable,10,0,1,0,0
2122,31,Middle,Scientist,83,1,68,0,Aggressive,12,1,0,1,0
2123,11,High,Fisherman,54,0,31,0,Aggressive,22,0,1,0,0
2124,54,Middle,Champion,35,0,24,0,Aggressive,0,0,1,0,0
2125,35,Low,Nurse,79,0,46,0,Defensive,15,0,0,1,1
2126,68,Middle,Researcher,20,0,36,0,Aggressive,3,0,1,0,0
2127,66,Low,Black Market Dealer,51,0,25,0,Unpredictable,14,0,1,0,0
2128,46,Middle,PokéMart Seller,79,0,48,0,Defensive,18,0,1,0,0
2129,38,Middle,Police Officer,15,0,70,0,Defensive,6,0,1,0,0
2130,15,Low,Police Officer,69,0,78,0,Defensive,25,0,1,0,0
2131,46,Middle,Black Market Dealer,36,0,45,0,Unpredictable,15,0,1,0,0
2132,34,High,Elite Trainer,30,1,71,0,Defensive,16,0,0,1,0
2133,38,Middle,Elite Trainer,54,0,43,0,Unpredictable,10,0,1,0,0
2134,14,Middle,Daycare Worker,79,0,38,0,Aggressive,13,0,1,0,0
2135,45,Middle,Champion,64,0,67,0,Unpredictable,1,0,1,0,0
2136,41,Middle,Daycare Worker,83,0,39,0,Defensive,18,0,1,0,0
2137,36,High,Breeder,61,0,37,0,Defensive,8,0,1,0,0
2138,68,Low,Breeder,66,0,26,0,Aggressive,23,0,1,0,0
2139,64,Middle,Black Market Dealer,93,0,62,0,Aggressive,24,0,1,0,0
2140,42,Low,Researcher,31,0,83,0,Aggressive,1,0,1,0,0
2141,56,High,Daycare Worker,18,0,76,0,Unpredictable,13,0,1,0,0
2142,13,Low,Black Market Dealer,44,0,85,0,Unpredictable,25,0,1,0,0
2143,41,High,Nurse,49,0,55,0,Unpredictable,24,0,1,0,0
2144,34,Middle,Biker,87,0,33,0,Aggressive,12,0,1,0,0
2145,37,Low,Biker,86,0,21,0,Unpredictable,15,0,1,0,0
2146,21,Low,Champion,43,0,53,0,Unpredictable,23,0,1,0,0
2147,54,Middle,Elite Trainer,31,1,39,0,Aggressive,18,0,1,1,1
2148,52,Low,Biker,6,0,55,0,Defensive,23,0,1,0,0
2149,51,Middle,Researcher,29,0,59,0,Defensive,20,0,1,0,0
2150,52,High,Scientist,69,0,43,0,Unpredictable,5,0,1,0,0
2151,18,Low,Elite Trainer,87,0,72,0,Defensive,25,0,1,0,0
2152,53,Low,Fisherman,32,0,69,0,Defensive,4,0,1,0,0
2153,36,Middle,Underground Battler,34,0,52,0,Defensive,6,0,1,0,0
2154,58,Middle,Nurse,7,0,74,0,Defensive,3,0,1,1,1
2155,48,Middle,Casino Worker,18,1,65,0,Unpredictable,12,0,0,1,0
2156,45,Low,Biker,37,0,60,0,Defensive,16,0,1,0,0
2157,34,Low,Gym Leader Assistant,42,0,80,0,Unpredictable,2,0,1,0,0
2158,40,Middle,Breeder,15,0,27,0,Aggressive,8,0,1,0,0
2159,35,Middle,Fisherman,80,0,76,0,Unpredictable,5,0,1,0,0
2160,48,Low,Champion,43,0,61,0,Unpredictable,5,0,1,0,0
2161,33,Low,Champion,95,0,56,0,Unpredictable,25,0,1,0,0
2162,59,Low,Biker,12,0,68,0,Unpredictable,15,0,1,0,0
2163,25,Low,Underground Battler,35,0,35,0,Unpredictable,7,0,1,0,0
2164,61,Middle,Gym Leader Assistant,44,0,47,0,Unpredictable,24,0,1,0,0
2165,40,Low,Casino Worker,17,0,56,0,Defensive,11,1,0,1,1
2166,58,Middle,Fisherman,62,0,45,0,Aggressive,15,0,1,0,0
2167,56,Low,Underground Battler,28,1,79,0,Aggressive,7,1,0,1,1
2168,17,High,Casino Worker,69,1,72,0,Aggressive,8,0,1,1,1
2169,15,Low,Rocket Grunt,20,0,47,0,Unpredictable,19,0,1,0,0
2170,61,Middle,Casino Worker,86,0,74,0,Aggressive,3,0,1,0,0
2171,28,Low,Black Market Dealer,50,0,67,0,Aggressive,21,0,1,0,0
2172,49,Low,Breeder,30,0,28,0,Defensive,13,0,1,0,0
2173,34,Low,Scientist,21,1,62,0,Aggressive,12,1,1,1,1
2174,56,Middle,Black Market Dealer,30,0,21,0,Aggressive,20,0,1,0,0
2175,37,High,Fisherman,82,0,70,0,Aggressive,12,0,1,0,0
2176,43,Middle,Champion,64,0,41,0,Defensive,22,0,1,0,0
2177,30,Low,Daycare Worker,61,0,47,0,Defensive,5,0,1,0,0
2178,70,High,Champion,78,0,71,0,Aggressive,23,0,1,0,0
2179,37,Middle,Police Officer,51,0,31,0,Unpredictable,7,0,1,0,0
2180,48,Low,Scientist,62,1,70,0,Unpredictable,7,1,0,1,0
2181,54,Low,Researcher,58,0,67,0,Unpredictable,1,0,1,0,0
2182,27,Middle,Elite Trainer,78,0,67,0,Aggressive,13,0,1,0,0
2183,32,Middle,Scientist,49,0,64,0,Unpredictable,5,0,1,0,0
2184,25,Low,Scientist,26,0,69,0,Defensive,22,0,1,0,0
2185,49,Low,Police Officer,83,0,30,0,Unpredictable,25,0,1,1,1
2186,25,Low,Champion,93,0,28,0,Defensive,25,0,1,0,0
2187,55,Middle,Fisherman,57,0,90,0,Unpredictable,6,0,1,1,0
2188,23,Low,Daycare Worker,15,0,22,0,Aggressive,4,0,1,0,0
2189,65,High,Fisherman,67,0,56,0,Aggressive,2,0,1,0,0
2190,44,Low,Rocket Grunt,63,0,66,0,Aggressive,20,0,1,0,0
2191,15,Low,Researcher,24,0,28,0,Unpredictable,16,0,1,0,0
2192,11,High,Fisherman,98,0,82,0,Defensive,25,0,1,0,0
2193,52,Low,Nurse,79,0,58,0,Aggressive,6,0,1,0,0
2194,62,Middle,Scientist,20,0,48,0,Unpredictable,14,0,1,0,0
2195,53,High,Nurse,31,0,39,0,Defensive,9,0,1,0,0
2196,27,Middle,Daycare Worker,75,0,35,0,Aggressive,25,0,1,0,0
2197,18,Middle,Fisherman,65,1,35,0,Aggressive,7,0,0,1,1
2198,42,Middle,Breeder,99,0,29,0,Aggressive,20,0,1,0,0
2199,20,Low,Police Officer,40,0,57,0,Unpredictable,4,0,1,0,0
2200,28,Middle,Elite Trainer,8,0,59,0,Unpredictable,19,0,1,0,0
2201,57,Middle,Biker,34,0,52,0,Defensive,12,0,1,0,0
2202,37,High,Fisherman,34,0,65,0,Unpredictable,0,0,1,0,0
2203,61,Middle,Scientist,67,0,78,0,Defensive,25,0,1,0,0
2204,66,Middle,Champion,42,0,62,0,Aggressive,0,0,1,0,0
2205,55,Middle,PokéMart Seller,60,0,81,0,Defensive,25,0,1,0,0
2206,38,Middle,Scientist,11,0,80,0,Aggressive,14,0,1,0,0
2207,22,Middle,Casino Worker,92,1,36,0,Unpredictable,10,1,0,1,1
2208,14,Middle,Police Officer,43,0,29,0,Defensive,1,0,1,0,0
2209,58,Low,Champion,15,0,85,0,Aggressive,12,0,1,0,0
2210,41,Middle,Casino Worker,29,0,82,0,Unpredictable,3,0,1,0,0
2211,54,High,Black Market Dealer,93,0,62,0,Aggressive,13,0,1,0,0
2212,36,Middle,Biker,59,0,70,0,Aggressive,22,1,1,1,1
2213,52,High,Breeder,96,0,38,0,Unpredictable,26,1,1,1,1
2214,35,Low,Elite Trainer,39,0,24,0,Unpredictable,5,0,1,0,0
2215,15,High,Researcher,59,0,82,0,Aggressive,21,0,1,0,0
2216,19,Middle,PokéMart Seller,31,0,68,0,Aggressive,1,0,1,0,0
2217,16,Low,PokéMart Seller,81,0,56,0,Aggressive,15,0,1,0,0
2218,58,High,Casino Worker,12,0,21,0,Aggressive,18,0,1,0,0
2219,52,Middle,Elite Trainer,83,0,27,0,Aggressive,11,0,1,0,0
2220,70,Middle,Gym Leader Assistant,37,0,49,0,Unpredictable,10,0,1,0,0
2221,58,Middle,Fisherman,38,1,55,0,Unpredictable,7,1,0,1,1
2222,19,Low,Gym Leader Assistant,64,0,46,0,Defensive,11,0,1,0,0
2223,35,Middle,Gym Leader Assistant,78,0,66,0,Unpredictable,17,0,1,0,0
2224,56,Middle,Daycare Worker,33,0,63,0,Aggressive,0,0,1,0,0
2225,40,Middle,Researcher,95,0,59,0,Defensive,13,0,1,0,0
2226,49,Low,Gym Leader Assistant,61,0,69,0,Unpredictable,12,0,1,0,0
2227,15,Middle,Gym Leader Assistant,59,0,38,0,Unpredictable,11,0,1,0,0
2228,69,Middle,Nurse,93,0,29,0,Unpredictable,16,0,1,0,0
2229,44,Low,Black Market Dealer,38,0,70,0,Defensive,20,0,1,0,0
2230,12,Low,Rocket Grunt,34,0,32,0,Defensive,16,0,1,0,0
2231,50,Middle,Gym Leader Assistant,79,0,26,0,Defensive,11,0,1,0,0
2232,69,High,Breeder,5,0,61,0,Unpredictable,9,0,1,0,0
2233,58,High,Gym Leader Assistant,71,0,52,0,Defensive,23,0,1,0,0
2234,67,Low,Black Market Dealer,90,0,81,0,Unpredictable,25,0,1,0,0
2235,53,Middle,Daycare Worker,62,0,27,0,Defensive,4,0,1,0,0
2236,47,Middle,Gym Leader Assistant,99,0,24,0,Defensive,25,0,1,0,0
2237,44,Middle,Elite Trainer,80,0,32,0,Unpredictable,5,0,1,0,0
2238,34,High,Researcher,64,0,63,0,Defensive,0,0,1,0,0
2239,19,Middle,Nurse,98,0,62,0,Defensive,12,0,1,0,0
2240,58,Middle,Casino Worker,12,0,59,0,Aggressive,22,0,1,1,1
2241,42,High,Daycare Worker,86,0,22,0,Unpredictable,19,0,1,0,0
2242,70,High,Gym Leader Assistant,11,0,73,0,Defensive,23,0,1,0,0
2243,23,Middle,Rocket Grunt,87,0,37,0,Unpredictable,0,0,1,0,0
2244,33,Middle,Biker,31,0,23,0,Aggressive,12,0,1,0,0
2245,28,Low,Gym Leader Assistant,37,0,44,0,Defensive,4,0,1,0,0
2246,60,High,Nurse,76,0,26,0,Defensive,10,0,1,0,0
2247,39,Low,Biker,95,0,67,0,Defensive,13,0,1,0,0
2248,55,Middle,Elite Trainer,13,1,38,0,Aggressive,25,0,0,1,1
2249,49,Low,Researcher,21,0,67,0,Unpredictable,15,0,1,0,0
2250,33,Low,Underground Battler,45,0,23,0,Aggressive,20,0,1,0,0
2251,28,Middle,Elite Trainer,51,0,27,0,Unpredictable,0,0,1,0,0
2252,42,Middle,Police Officer,81,0,39,0,Defensive,16,0,1,0,0
2253,61,Middle,Researcher,50,0,70,0,Aggressive,9,0,1,0,0
2254,21,Low,Fisherman,69,0,60,0,Defensive,22,0,1,0,0
2255,66,Middle,Gym Leader Assistant,38,0,28,0,Aggressive,18,0,1,0,0
2256,24,High,Nurse,73,0,74,0,Unpredictable,8,0,1,0,0
2257,30,High,Police Officer,99,0,76,0,Defensive,7,0,1,0,0
2258,18,High,PokéMart Seller,48,1,44,0,Unpredictable,29,1,0,1,0
2259,57,Low,Breeder,73,0,50,0,Unpredictable,1,0,1,0,0
2260,46,Low,Casino Worker,47,0,54,0,Defensive,3,0,1,0,0
2261,52,Low,Champion,16,0,37,0,Defensive,14,0,1,0,0
2262,29,Middle,Gym Leader Assistant,70,0,71,0,Aggressive,14,0,1,0,0
2263,39,Middle,Gym Leader Assistant,50,0,22,0,Aggressive,4,0,1,0,0
2264,70,Middle,Researcher,12,0,38,0,Defensive,6,0,1,0,0
2265,25,Middle,Daycare Worker,63,0,46,0,Defensive,6,0,1,0,0
2266,46,Low,Champion,70,0,69,0,Unpredictable,17,0,1,0,0
2267,25,Middle,Nurse,28,0,26,0,Aggressive,14,0,1,0,0
2268,70,Middle,Gym Leader Assistant,76,0,48,0,Aggressive,1,0,1,0,0
2269,20,Low,Fisherman,64,0,23,0,Defensive,5,0,1,0,0
2270,50,Middle,Researcher,11,0,33,0,Aggressive,16,0,0,1,1
2271,28,Low,Researcher,77,0,80,0,Unpredictable,24,0,1,0,0
2272,57,Middle,Champion,22,0,72,0,Aggressive,3,0,1,0,0
2273,42,Middle,Rocket Grunt,30,0,82,0,Aggressive,19,0,1,0,0
2274,28,High,Biker,34,0,47,0,Unpredictable,19,0,1,0,0
2275,66,Middle,Champion,14,0,60,0,Defensive,14,0,1,0,0
2276,67,High,Casino Worker,43,0,59,0,Unpredictable,8,0,1,0,0
2277,22,Middle,Gym Leader Assistant,33,1,38,0,Aggressive,12,1,1,1,1
2278,35,Low,Gym Leader Assistant,53,0,58,0,Aggressive,9,0,1,0,0
2279,56,Low,Champion,47,0,43,0,Unpredictable,20,0,0,1,1
2280,21,High,Breeder,85,0,38,0,Defensive,10,0,1,0,0
2281,21,Middle,Gym Leader Assistant,40,0,69,0,Unpredictable,2,0,1,0,0
2282,24,Low,Breeder,50,0,57,0,Defensive,19,0,1,0,0
2283,28,Middle,Nurse,48,0,66,0,Defensive,8,0,1,0,0
2284,63,High,Elite Trainer,40,0,67,0,Unpredictable,14,1,1,1,1
2285,60,Low,Scientist,45,0,79,0,Aggressive,10,0,1,0,0
2286,50,High,Breeder,12,0,48,0,Defensive,3,0,1,0,0
2287,48,High,Black Market Dealer,15,0,27,0,Aggressive,22,0,1,0,0
2288,26,Middle,PokéMart Seller,70,0,76,0,Defensive,24,0,1,0,0
2289,52,Middle,Scientist,41,0,54,0,Aggressive,16,0,1,0,0
2290,66,Low,Breeder,61,0,26,0,Unpredictable,23,0,1,0,0
2291,12,Middle,Biker,46,0,34,0,Unpredictable,14,0,1,0,0
2292,46,Middle,Biker,11,0,66,0,Aggressive,18,0,1,0,0
2293,39,High,Elite Trainer,62,0,52,0,Unpredictable,8,0,1,0,0
2294,35,Low,Underground Battler,22,0,76,0,Unpredictable,9,0,1,0,0
2295,60,Middle,Scientist,87,0,85,1,Unpredictable,6,1,0,1,1
2296,37,Low,PokéMart Seller,60,0,31,0,Aggressive,7,0,1,0,0
2297,16,Middle,Daycare Worker,18,1,31,0,Aggressive,25,0,0,1,1
2298,50,Low,Scientist,15,0,68,0,Aggressive,23,0,1,0,0
2299,36,Middle,Police Officer,61,0,73,0,Aggressive,26,0,0,1,1
2300,22,Low,Police Officer,76,0,83,0,Defensive,9,0,1,0,0
2301,13,Middle,Black Market Dealer,19,0,51,0,Unpredictable,11,0,1,0,0
2302,70,Middle,Gym Leader Assistant,11,0,21,0,Defensive,5,0,1,0,0
2303,40,Middle,Biker,98,0,58,0,Unpredictable,25,0,1,0,0
2304,55,High,Researcher,90,0,63,0,Unpredictable,9,0,1,0,0
2305,45,Low,Breeder,96,0,85,0,Unpredictable,1,0,1,0,0
2306,59,Low,Nurse,43,0,54,0,Defensive,20,0,1,0,0
2307,31,Low,Casino Worker,72,0,63,0,Unpredictable,6,0,1,0,0
2308,62,High,Black Market Dealer,84,0,26,0,Defensive,23,0,1,0,0
2309,49,Middle,Daycare Worker,77,0,65,0,Unpredictable,15,0,1,0,0
2310,24,High,Police Officer,65,0,40,0,Defensive,20,0,1,0,0
2311,38,Middle,Biker,74,0,71,0,Aggressive,0,0,1,0,0
2312,68,Middle,Casino Worker,54,0,72,0,Unpredictable,6,0,1,0,0
2313,44,Low,Researcher,58,0,27,0,Defensive,16,0,1,0,0
2314,43,Middle,Gym Leader Assistant,54,0,70,0,Aggressive,19,0,1,0,0
2315,49,Middle,Breeder,61,0,51,0,Aggressive,23,0,1,0,0
2316,17,High,Police Officer,27,0,20,0,Unpredictable,20,0,1,0,0
2317,33,Low,Champion,7,0,69,0,Defensive,13,0,1,0,0
2318,21,Middle,Rocket Grunt,19,0,85,0,Defensive,25,0,1,0,0
2319,70,Low,Researcher,43,1,60,1,Aggressive,14,1,0,1,0
2320,10,Middle,Rocket Grunt,50,0,59,0,Unpredictable,9,0,1,1,1
2321,70,Low,Black Market Dealer,27,0,79,0,Unpredictable,2,0,1,0,0
2322,22,Middle,Daycare Worker,85,0,65,1,Aggressive,4,0,1,1,1
2323,51,Middle,PokéMart Seller,7,0,50,0,Aggressive,22,0,1,0,0
2324,15,Low,Casino Worker,81,0,53,0,Defensive,12,0,1,0,0
2325,30,Low,PokéMart Seller,17,0,36,0,Aggressive,14,0,1,1,0
2326,28,High,Scientist,41,0,31,0,Unpredictable,11,0,1,0,0
2327,52,Middle,Scientist,44,0,69,0,Unpredictable,11,0,1,0,0
2328,17,Middle,Daycare Worker,49,0,52,0,Aggressive,24,0,1,0,0
2329,44,Middle,Police Officer,12,0,72,0,Aggressive,3,0,1,0,0
2330,17,Middle,Biker,33,0,26,0,Defensive,25,0,1,0,0
2331,28,Middle,Researcher,34,0,38,0,Defensive,23,1,0,1,1
2332,65,Low,Rocket Grunt,36,0,41,0,Defensive,22,0,1,0,0
2333,25,Low,Police Officer,28,0,55,0,Defensive,2,0,1,0,0
2334,36,Middle,Rocket Grunt,54,0,63,0,Unpredictable,0,0,1,0,0
2335,54,Low,PokéMart Seller,13,0,68,0,Unpredictable,29,1,1,1,1
2336,28,Middle,Champion,9,0,60,0,Aggressive,23,0,1,0,0
2337,41,Middle,Gym Leader Assistant,26,0,30,0,Defensive,6,0,1,0,0
2338,62,Low,Black Market Dealer,78,0,30,0,Aggressive,12,0,1,0,0
2339,18,Middle,Nurse,47,1,47,0,Aggressive,25,1,0,1,1
2340,62,Low,Elite Trainer,77,0,44,0,Aggressive,20,0,1,0,0
2341,57,Middle,Black Market Dealer,20,0,40,0,Unpredictable,23,0,1,0,0
2342,31,High,Scientist,6,0,84,0,Defensive,20,0,1,0,0
2343,52,Low,Biker,25,0,23,0,Aggressive,4,0,1,0,0
2344,28,Low,Rocket Grunt,22,0,27,0,Defensive,19,0,1,0,0
2345,38,Low,Casino Worker,10,0,21,0,Defensive,14,0,1,0,0
2346,67,Middle,Daycare Worker,80,0,75,0,Defensive,25,0,1,0,0
2347,50,Middle,Casino Worker,89,0,42,0,Unpredictable,11,0,1,0,0
2348,26,Middle,Nurse,67,0,51,0,Aggressive,9,0,1,0,0
2349,19,Middle,Biker,40,0,70,0,Defensive,16,0,1,0,0
2350,54,Low,Nurse,31,0,21,0,Unpredictable,5,0,1,0,0
2351,15,Middle,Biker,13,0,51,0,Aggressive,8,0,1,0,0
2352,52,Middle,Scientist,71,0,64,0,Defensive,12,0,1,0,0
2353,59,Middle,PokéMart Seller,52,1,41,0,Unpredictable,18,0,0,1,1
2354,24,High,Daycare Worker,11,0,51,0,Unpredictable,4,0,1,0,0
2355,38,Low,Casino Worker,35,1,52,0,Unpredictable,21,0,0,1,1
2356,14,Middle,PokéMart Seller,8,0,77,0,Unpredictable,6,0,1,0,0
2357,30,High,PokéMart Seller,70,0,25,0,Defensive,23,0,1,0,0
2358,51,Low,Black Market Dealer,59,0,37,0,Defensive,10,0,1,0,0
2359,57,High,Black Market Dealer,25,0,46,0,Aggressive,10,0,1,0,0
2360,60,Low,Black Market Dealer,73,1,51,0,Defensive,26,0,0,1,1
2361,63,Middle,Police Officer,81,0,78,0,Aggressive,22,0,1,0,0
2362,26,Middle,Police Officer,33,0,34,0,Defensive,21,0,1,0,0
2363,28,Middle,Daycare Worker,89,1,42,0,Defensive,4,0,1,1,1
2364,15,Middle,Champion,12,0,68,0,Unpredictable,25,0,1,0,0
2365,70,Middle,PokéMart Seller,99,0,59,0,Aggressive,15,0,1,0,0
2366,18,Low,Daycare Worker,23,0,48,0,Aggressive,4,0,1,0,0
2367,35,High,Underground Battler,18,0,28,0,Unpredictable,24,0,1,0,0
2368,10,Low,Breeder,95,0,45,0,Defensive,11,0,1,0,0
2369,55,Middle,Police Officer,50,0,28,0,Unpredictable,10,0,1,0,0
2370,18,Middle,Gym Leader Assistant,29,0,67,0,Defensive,24,0,1,0,0
2371,16,Middle,Breeder,93,0,75,0,Unpredictable,9,0,1,0,0
2372,34,High,PokéMart Seller,35,0,69,0,Defensive,17,0,1,0,0
2373,36,Middle,Casino Worker,61,0,70,0,Unpredictable,15,0,1,0,0
2374,31,Low,Elite Trainer,97,1,32,0,Aggressive,18,0,1,1,1
2375,63,Low,Black Market Dealer,57,0,84,0,Unpredictable,17,0,1,0,0
2376,33,Low,PokéMart Seller,41,0,40,0,Aggressive,15,0,1,0,0
2377,36,Low,Champion,67,0,45,0,Unpredictable,11,0,1,0,0
2378,20,Low,Researcher,58,0,51,0,Defensive,17,0,1,0,0
2379,33,Middle,Rocket Grunt,72,0,57,0,Unpredictable,21,0,1,0,0
2380,12,High,Black Market Dealer,94,1,83,0,Defensive,3,0,0,1,1
2381,49,Low,Nurse,6,0,39,0,Defensive,15,0,1,0,0
2382,16,High,Breeder,56,0,62,0,Defensive,9,0,1,0,0
2383,55,Low,Champion,63,0,36,0,Aggressive,20,0,1,0,0
2384,43,Middle,Researcher,71,0,70,0,Aggressive,8,0,1,0,0
2385,62,Low,Researcher,59,0,29,0,Defensive,7,0,1,0,0
2386,21,Low,Daycare Worker,67,0,33,0,Unpredictable,11,0,1,0,0
2387,18,High,Daycare Worker,97,0,75,0,Unpredictable,5,0,1,0,0
2388,56,Middle,Daycare Worker,24,0,58,0,Aggressive,15,0,1,0,0
2389,19,Low,Rocket Grunt,40,1,65,0,Unpredictable,28,0,0,1,1
2390,60,Middle,Breeder,35,0,75,0,Aggressive,2,0,1,0,0
2391,25,Middle,Scientist,94,0,55,0,Unpredictable,2,0,1,0,0
2392,56,Middle,Gym Leader Assistant,12,0,39,0,Aggressive,4,0,1,0,0
2393,43,High,Casino Worker,80,0,34,0,Unpredictable,19,0,1,0,0
2394,34,Middle,Nurse,76,0,39,0,Defensive,9,0,1,0,0
2395,28,Middle,Nurse,50,0,83,0,Defensive,17,0,1,0,0
2396,17,Middle,Elite Trainer,47,0,43,0,Unpredictable,6,0,1,0,0
2397,29,High,Elite Trainer,21,0,35,0,Aggressive,21,0,1,0,0
2398,35,Middle,Champion,95,0,26,0,Defensive,18,0,1,0,0
2399,13,Low,Underground Battler,83,0,80,0,Aggressive,14,0,1,0,0
2400,62,Middle,Underground Battler,85,0,51,0,Aggressive,16,0,1,0,0
2401,65,Middle,Casino Worker,66,0,23,0,Unpredictable,7,0,1,0,0
2402,11,Low,Police Officer,24,0,68,0,Defensive,13,1,0,1,0
2403,45,High,Police Officer,8,0,37,0,Unpredictable,8,0,1,0,0
2404,31,High,Elite Trainer,18,0,72,0,Defensive,16,0,1,0,0
